Date,Country,Stock_Index,Stock_Return,Stock_Volatility,Bond_Yield,Bond_Yield_Spread,Bond_Volatility,FX_Rate,FX_Return,FX_Volatility,VIX,Crisis_Label
2020-01-24,USA,982.2834062903645,-0.7200009572472832,0.6081692086110759,1.607113517930593,0.2884609926574426,0.023917948323993035,0.9869117960088089,-2.6336440902598466,1.7777503048178729,30.208294959900854,0
2020-01-25,USA,979.5614926677387,-0.27710064174913207,0.5346262671595304,1.5863771585050355,0.3186974169969543,0.016606784693529483,0.9698048784417918,-1.7333785690068302,1.7514417433325409,11.946978386152283,0
2020-01-26,USA,980.116105616288,0.05661849232546907,0.31793513658085776,1.5218161834837016,0.30388520775183014,0.0184088123612869,1.001838495447537,3.303099181890528,2.348109201901269,23.971767330024925,0
2020-01-27,USA,974.3611377291764,-0.5871720558548394,0.3529196135818517,1.50190017390841,0.29809576110074953,0.01609421810934443,1.0180051118151086,1.6136948660921309,2.4541167960467813,17.207350553929118,0
2020-01-28,USA,976.2396278209048,0.19279197609485538,0.3949555739870133,1.506001566335913,0.29550781278714977,0.018700999296162438,1.0123894635293944,-0.5516326215397305,2.43718360204048,24.094129643460448,0
2020-01-29,USA,973.2364343713108,-0.307628717787002,0.31079241750445813,1.5306758986365208,0.3050980669319088,0.027992690560481707,1.0020965941527462,-1.0166906854961895,2.0817859246389467,23.66396716019085,0
2020-01-30,USA,971.7779656223444,-0.14985759857095396,0.30649400689737444,1.4488603717400796,0.2996555898829416,0.0240106422930906,0.9950836381436795,-0.6998283448908464,1.8667573643389763,27.46434408444226,0
2020-01-31,USA,968.7694325611974,-0.309590582167631,0.2850799726240554,1.4871311731288328,0.32488327353413005,0.024311117559434887,1.008071225966373,1.3051754973000906,1.2298907921791837,20.703114710477536,0
2020-02-01,USA,978.0308234837421,0.9559953701325792,0.5326571075767594,1.4165707963061205,0.30658248412333844,0.012918864721036772,0.9902645380029553,-1.766411688454618,1.1359467355144581,14.92811348367784,0
2020-02-02,USA,977.9633373600524,-0.006900204172434291,0.5292182175200021,1.519961156130264,0.2954649128744553,0.014244231317235654,1.0047635776935622,1.4641582258258723,1.448190955118116,25.111583037698686,0
2020-02-03,USA,972.674782715273,-0.5407722807948536,0.575367336893456,1.532359796985137,0.30982294034254676,0.005804606702572865,1.0050547015916662,0.028974368156568297,1.3634513219599662,34.90608653037286,0
2020-02-04,USA,976.7875072757888,0.4228262759146454,0.5972087445215349,1.4758406768850314,0.2994101577841042,0.015953095894586232,1.0106020990749889,0.5519498067654895,1.301079069674962,29.92036684202807,0
2020-02-05,USA,970.6832890259337,-0.6249279607270406,0.6646843234227666,1.5786993381645016,0.29553127499197296,0.024783515931928294,1.0275966003891108,1.6816214145683184,1.381010427546513,20.151035977756475,0
2020-02-06,USA,971.7276070009575,0.10758586109705574,0.4446607810854975,1.4387117168498829,0.3034254920085777,0.022584732578741856,1.0039241596717876,-2.3036705948968095,1.5952265901663947,38.06569068276572,1
2020-02-07,USA,961.9292563815586,-1.0083433411591067,0.5808996945918651,1.426781255989509,0.2982953622900344,0.01889243368523938,0.994910363742925,-0.8978562615536139,1.5058258197245258,37.36622713747546,1
2020-02-08,USA,955.2883261370665,-0.6903761581670729,0.5981489534127294,1.5112225909279986,0.3096273256528461,0.019888498581409734,0.9997442568780801,0.48586217525865205,1.535832223898982,16.280451981522965,0
2020-02-09,USA,956.2726323164121,0.10303760157164994,0.5032712667302203,1.5523549151306077,0.3020661127969606,0.016555572287122972,0.9823092409511088,-1.7439475952996144,1.6336204639428011,11.182527553610889,0
2020-02-10,USA,959.9649652163891,0.3861171778003274,0.5961925008313047,1.5841963845728935,0.29389783830410776,0.021023794412008922,0.9930528686891095,1.0937113579017392,1.4422903730137333,32.239261250522866,0
2020-02-11,USA,960.821806622339,0.08925757053609394,0.5937230094593998,1.477055786856553,0.29843027039031567,0.023829391397403074,0.995907175618869,0.28742748948778324,1.1448052612396018,34.828307840474594,0
2020-02-12,USA,960.2435652103978,-0.06018196172856069,0.40061964857150884,1.5539340416715648,0.30586531269563944,0.011920566062947637,0.994759116020654,-0.11527777149527396,1.068820756377212,39.03593697854066,1
2020-02-13,USA,958.7380467324514,-0.15678506292479868,0.20600061654778365,1.4980745765249646,0.29775783595709204,0.021498238439186742,1.0015235487203373,0.6800071083282084,1.0940425675447283,36.69509182264932,1
2020-02-14,USA,951.3454367806142,-0.7710771442765258,0.4263950013859336,1.491368635002959,0.2928539020936338,0.024662174354773338,0.991775800676178,-0.9732919467160005,0.7925645137911655,28.016043046192443,0
2020-02-15,USA,947.7462157386407,-0.378329563880967,0.33453640359277814,1.5441829968743337,0.32049941278577476,0.017924498555183153,1.0112103066732447,1.959566464902309,1.0804565210953463,25.901570176371425,0
2020-02-16,USA,945.4430218838418,-0.24301799538222119,0.2770045328736391,1.532616143920671,0.28840925935044104,0.02350350306060292,1.000002070649182,-1.1083981195698585,1.270065254223698,10.835231537877588,0
2020-02-17,USA,950.7286330149363,0.5590618375460367,0.48420142434217733,1.4211803921507875,0.3033625473868107,0.03407327222236277,0.9999069967886138,-0.009507366370385836,1.266698574489993,17.399693405343335,0
2020-02-18,USA,952.4467244627787,0.18071312761391503,0.5139961098837516,1.5738270174862947,0.29574510066759774,0.01947828603506554,0.9967210528348708,-0.3186240284321743,1.2325593377774449,23.788442551987792,0
2020-02-19,USA,943.631523685965,-0.9255321636793696,0.5642970285399929,1.5690045677073725,0.2880275307635478,0.02196653525002662,1.0015519068385899,0.48467462285251994,1.1403806108441212,28.855117002507036,0
2020-02-20,USA,945.251943532939,0.17172167379957365,0.5650548503442205,1.4687218649245235,0.3137167369723046,0.016309714581693044,1.0082509826466763,0.668869557568134,0.7064768022037092,26.71755499955232,0
2020-02-21,USA,943.3265321308573,-0.20369293237158434,0.5619864692415977,1.5197901766718704,0.3070944100242756,0.02090625581301025,0.991328697842891,-1.6783801945190309,0.9294295338825559,32.279079690450715,0
2020-02-22,USA,939.9419221293276,-0.358795166492806,0.4558150030550198,1.524701509314137,0.30288548695875717,0.02230135812491152,0.9934188351092474,0.2108420013366425,0.9440856100277073,18.393007926611226,0
2020-02-23,USA,943.0003035735319,0.3253798316895912,0.4913784029920576,1.5130336882911954,0.30783753521124435,0.020974211701350692,0.9969627397122334,0.3567382133031732,0.957941431071697,26.948578229574196,0
2020-02-24,USA,948.1553011860117,0.5466591678650269,0.3735293622793543,1.472484742307729,0.28265063424163195,0.014901523401455716,0.9865412907652679,-1.0453198030222863,1.0107390747360614,12.644267301723763,0
2020-02-25,USA,952.8117017815927,0.4911010453410386,0.41470006989277675,1.4664188316030975,0.308567720938268,0.021031808856627254,0.991807421402785,0.5337972862171995,0.9797861445777245,22.40996570749621,0
2020-02-26,USA,948.6156141654794,-0.4403900170691938,0.4756460971470079,1.4987222964504276,0.30555546779486864,0.027310979693588186,0.9952377912645534,0.34587055790695204,0.6396613779954086,32.504824988638035,0
2020-02-27,USA,947.0695522862234,-0.16298085928262596,0.43328535838089444,1.5586364509629682,0.29795610968397024,0.022243178822572637,1.0087438918071272,1.3570727178087691,0.8641193132016934,30.80202560287132,0
2020-02-28,USA,948.7258694432412,0.17488865026010952,0.4233393192954179,1.5271800077297215,0.31202149526076095,0.024809935945359206,1.0026256132900193,-0.6065244673895591,0.9537238899160378,39.71928211516537,1
2020-02-29,USA,953.603595078853,0.5141343556357627,0.4153545759494429,1.4814692833956946,0.3039568071175627,0.01881494014993686,1.0019358991136755,-0.06879079959672586,0.7299326442097421,18.33673377963268,0
2020-03-01,USA,951.2077238896265,-0.25124393422912183,0.37850551138413674,1.5385849355324173,0.2968254673874984,0.023749501197118553,1.0085089796216797,0.6560380273647076,0.7411674131106072,24.945678975219373,0
2020-03-02,USA,950.2794290063075,-0.09759118434437303,0.3113880311278179,1.3575728689684963,0.3033286040438252,0.02139633919108263,0.998626282116006,-0.9799315331214007,0.945950427796147,19.885912413219902,0
2020-03-03,USA,944.7477541362773,-0.5821103457763563,0.4167477920944676,1.5574382850186053,0.3009338685889995,0.01524544635156384,1.0039046484992888,0.5285627344093538,0.7068120033170155,23.218093421775244,0
2020-03-04,USA,938.7667210158739,-0.6330825444376361,0.46264789947094537,1.413014311061095,0.3052933211244837,0.021592605023994373,0.9989677824706751,-0.491766427817,0.687616427826072,35.708503896081645,1
2020-03-05,USA,942.8293501278449,0.43276237014182367,0.43116829558040853,1.4818779529298434,0.31514470309180775,0.015041516682798448,1.0026536234939962,0.3689649544257794,0.7153074790627687,30.526272255654597,0
2020-03-06,USA,949.610550270699,0.719239398087746,0.6017865885760393,1.4440165052686929,0.2967840678866076,0.016835598625576043,0.9941724134238842,-0.8458763696038075,0.6945887399504248,36.473235740427455,1
2020-03-07,USA,949.2504996627974,-0.03791560738230651,0.6007552793447625,1.4352659262139547,0.2824506692835276,0.02094664153646187,0.9756118284172357,-1.866938244919377,0.9738857901650465,16.105333249956594,0
2020-03-08,USA,954.2681641522576,0.528592241062032,0.5436848076674082,1.558041339368926,0.29981598369216567,0.02148622136690062,0.998657208378137,2.3621464284918,1.590112861252063,36.20083353524314,1
2020-03-09,USA,956.0763442774957,0.18948343800659295,0.2957940597428158,1.4766149399344055,0.29774735882752457,0.014053837674614354,1.0142274813609995,1.5591208727316266,1.721194697231262,11.792868225351533,0
2020-03-10,USA,952.8507455044701,-0.3373787869904006,0.4249422006031026,1.5173251940865358,0.29307277244883134,0.02526992885591438,1.0092621540224158,-0.4895674224800801,1.7569772298575734,36.65797841311458,1
2020-03-11,USA,954.6577235320121,0.18963914716626473,0.32009548289110107,1.4976539710560408,0.312693304965467,0.022860031391502365,1.0096539748459117,0.038822502353255524,1.6750327673846823,19.872213383821837,0
2020-03-12,USA,962.347906364342,0.8055434573846968,0.4287751644292193,1.523852041361156,0.282974853418704,0.01647635782194558,1.0123613072180622,0.26814457622114185,1.1756011742376398,19.437629002421993,0
2020-03-13,USA,962.1687761687922,-0.018613870759743932,0.41761173579958755,1.5038410945530127,0.2979767120357719,0.012312076017754123,1.0008865759096144,-1.133462058124287,1.0021057342614084,25.362657300959917,0
2020-03-14,USA,969.9919944478622,0.8130817038379569,0.509489317266622,1.4358503887905716,0.2836814310091089,0.019275477104592844,1.001973157074056,0.10856186810719368,0.5740198973313312,38.22070563169695,1
2020-03-15,USA,956.8932689274136,-1.3503952192826774,0.8847725442262716,1.549813340972357,0.3073303299552399,0.0177702814306942,0.9938234810456565,-0.8133627104540386,0.6250032273487709,11.43344094044216,1
2020-03-16,USA,961.0027814492896,0.4294640432033121,0.898070883526434,1.4753121708419343,0.2818193807744218,0.020565702285265115,0.9968392714397295,0.303453324618561,0.6710399028545225,20.566929252122357,1
2020-03-17,USA,961.4380167904806,0.04528970670975241,0.817035536506039,1.4221709050670124,0.2922484450596523,0.018184416694222168,1.0061577114977114,0.9347986505912139,0.8443948469842214,35.69715966050008,1
2020-03-18,USA,959.9429800381512,-0.15550006617381204,0.8194250850223151,1.4785942419517044,0.2944695991414765,0.009962715696274951,1.0120388443716881,0.5845140187041257,0.6578306083961236,21.881634323064002,1
2020-03-19,USA,960.4017839208287,0.047794909928850465,0.6788093025610277,1.5750379895317155,0.2976597554564686,0.01805826530849421,0.99860553724319,-1.3273509414392104,0.9631705914951737,15.97470692791201,0
2020-03-20,USA,950.4639393478242,-1.0347590705666356,0.5464691262691501,1.5425110871056746,0.30248528618074455,0.018471904444658436,0.9954981073514859,-0.31117691378746515,0.8887479860026866,22.743825439942356,0
2020-03-21,USA,949.3655799086366,-0.11556034834327518,0.4523414466776312,1.482567393279607,0.28799468341526135,0.023168305123870293,1.0000052795885659,0.45275548027622703,0.9023489413680935,21.56657504475008,0
2020-03-22,USA,951.1511427661954,0.1880795865519651,0.4787908278608147,1.4825371147840785,0.29859640130151965,0.016509001626944752,1.0060120674892912,0.6006756187524,0.8315868697019331,37.4624860440011,1
2020-03-23,USA,958.540612989903,0.7768975814103604,0.656034452281055,1.4839182474391308,0.3196706970358716,0.02839337336686283,0.9855614518386646,-2.032839993824851,1.1386626138114089,32.85803127229291,0
2020-03-24,USA,955.9492618985347,-0.2703433799518749,0.6623027961873121,1.6038373991780421,0.31117186461707,0.010441797246741215,0.9770381904686276,-0.8648127779486503,1.0739903122922003,25.153466672320192,0
2020-03-25,USA,951.9067938840687,-0.4228747461384645,0.4741642554594096,1.5190967726115776,0.3018584575219274,0.026555837489013124,0.9944946315050842,1.7866692629572423,1.4694950582174922,39.65111700164714,1
2020-03-26,USA,949.3980086661461,-0.263553662400711,0.4899743473383774,1.5215020823595535,0.29690001016834455,0.018878405145609477,0.9877928757408584,-0.6738855647801014,1.466884177625894,23.9583259382777,0
2020-03-27,USA,953.9750192546564,0.482096080540637,0.5336403277687808,1.5515141727015922,0.30056588488899894,0.024297924361717783,0.9949185980235269,0.7213781813646013,1.4849943009982542,11.747134924608257,0
2020-03-28,USA,955.6187748029549,0.172305932034023,0.3758954627883648,1.5119394579513257,0.2878102921020633,0.020399007420293665,0.9985221968118253,0.36220036447777787,1.0829566864580096,17.868229654449546,0
2020-03-29,USA,952.9699737841197,-0.27718176836588443,0.376861162734362,1.4870478927089648,0.3195110186403862,0.02569777768012735,0.9954675159097699,-0.3059201800229055,0.9587384042677649,23.08211440657938,0
2020-03-30,USA,955.5363109496865,0.2692988484596412,0.3360005938951925,1.490182507545751,0.2985641206349485,0.018063190177235944,1.0145246753447075,1.9143928988502459,1.0061791724473128,14.707078724383603,0
2020-03-31,USA,956.0216986964267,0.05079741514561741,0.28141956335442025,1.4964199370292968,0.3181797922538716,0.01450689787411094,1.0032674476460233,-1.1096061014838607,1.1336293567390512,38.42695378972129,1
2020-04-01,USA,960.8649236490911,0.506601990233938,0.2889902118245003,1.498138888174508,0.2924028770451583,0.027102521436355317,1.0030047435961083,-0.02618484737358959,1.1160401138332288,33.00546693453319,0
2020-04-02,USA,957.3546581797044,-0.3653235104114018,0.3658050755653446,1.536381477181849,0.3009445871444201,0.019432596770589294,1.006222071440434,0.3207689559663012,1.1143808355550702,18.04861601283318,0
2020-04-03,USA,955.7163474467155,-0.1711289247919822,0.3455595725735317,1.502597294290365,0.2958039002797588,0.021107792368121055,0.9886116688221923,-1.7501506991425744,1.4122702328899563,27.724136005537474,0
2020-04-04,USA,953.7558066810548,-0.2051383520747063,0.33810825947949774,1.536632003860779,0.3086388296058977,0.026173759570223977,1.0103911178742027,2.203033783523701,1.51863100134945,31.643474713287162,0
2020-04-05,USA,946.4382319403942,-0.7672377656210322,0.4607699720504537,1.4959641709945708,0.28720535068342246,0.014840223789527825,0.9992423571346454,-1.1034104063596237,1.5175752947573407,38.23836786720394,1
2020-04-06,USA,947.9188333257171,0.1564393042626069,0.33621564084657457,1.5039317595158046,0.2895827533594115,0.022977454488196287,1.0067048061724122,0.7468107195901506,1.5620285118076587,36.449060475262314,1
2020-04-07,USA,949.2241096866164,0.13769916948689429,0.3738884342170344,1.4000899657733945,0.2941645569698812,0.017050526217685547,0.9892814276695985,-1.7307336168443532,1.7430418415415792,25.455766784146412,0
2020-04-08,USA,949.2496769698288,0.0026934928170750582,0.3817411179586309,1.545816383735124,0.30129517246863435,0.019339153221778142,0.9844624123398393,-0.4871227938758603,1.5679393474262975,33.239578593790526,0
2020-04-09,USA,948.076741302953,-0.12356450524376299,0.3797378712917542,1.5173244237948997,0.2942014271470488,0.020361394826921446,1.0081788965802503,2.4090797112347193,1.6436364736311555,26.86434261482755,0
2020-04-10,USA,940.9998875927009,-0.7464431308088271,0.3708709468834061,1.5499005054929826,0.30706892567987354,0.01249889069276532,1.0037640952609752,-0.4378986045284335,1.560115931255696,26.581116701366202,0
2020-04-11,USA,938.8966609788741,-0.22350976249395096,0.33899893511313745,1.3551872310903155,0.2914444434097929,0.016105814785897826,0.9909794844564249,-1.273666876999255,1.6115277654923237,13.442258750145758,0
2020-04-12,USA,937.1830883962404,-0.18250917846989173,0.287855682106461,1.6044187352390364,0.28350519105676075,0.026755364462065695,0.991303369187253,0.03268329323747555,1.4003738166721467,13.784129740484563,0
2020-04-13,USA,933.1717020501322,-0.42802589971748395,0.25404672344868007,1.4930205185922414,0.28929389440020814,0.02443095594292398,1.0112543478441478,2.012600711046924,1.5941054659104175,25.88600845067372,0
2020-04-14,USA,932.3652734918022,-0.0864180253814322,0.26239411538087054,1.5554091408368758,0.30729602469807404,0.019686802113363825,0.9881058810713267,-2.2890845238065376,1.607857972481922,18.065846349370197,0
2020-04-15,USA,934.3855277758748,0.21668055873708858,0.2354936397279837,1.4480047036437234,0.296385826827269,0.021215617292564465,1.0164267295325595,2.8661754781306166,2.165924990853604,10.631107073814059,0
2020-04-16,USA,943.8164572819276,1.009318875957042,0.5553559444104099,1.5306386952531286,0.3129314154375866,0.01852878747181771,0.9909937926535213,-2.5021908751587536,2.437445895875235,31.685176117006367,0
2020-04-17,USA,944.6893463460867,0.09248504382652575,0.5328242076097515,1.4473292218413172,0.2942760968882432,0.02678291692913991,1.0063839192560837,1.5529992939060984,2.531795278457392,10.974597900704948,0
2020-04-18,USA,945.9770982997005,0.13631485933387724,0.425965043739013,1.4688115519652098,0.29549396587137466,0.01899823711102918,0.9967138152425101,-0.960876244994228,2.381992522088726,27.858305233121637,0
2020-04-19,USA,945.6048687208697,-0.03934868819761524,0.41643081449523145,1.5957015676933393,0.31869816339532164,0.02115921046067424,1.0060318743108234,0.9348780889573719,2.119542559081544,26.175813823819432,0
2020-04-20,USA,936.0110126443745,-1.0145734644400561,0.7193715611798713,1.4904658799618327,0.3116178384391237,0.025730150720710325,0.9945588599788581,-1.140422547727414,1.6488971087722206,39.064440717334136,1
2020-04-21,USA,935.8784432671284,-0.014163228365399762,0.4788954563863057,1.5108716436589862,0.30283138896743766,0.016113142575770466,0.998372070939277,0.38340726867588687,1.1766558633222355,24.52639418042925,0
2020-04-22,USA,936.1795943168336,0.03217843640610307,0.47140010599215487,1.5435033865344376,0.3030085974714083,0.02779394592248447,1.0004091917539573,0.20404425103395318,0.897139609203672,11.908043091333921,0
2020-04-23,USA,948.49580487926,1.3155820354548629,0.8287424424298434,1.5247840943986302,0.312094769354188,0.012347692951283115,0.9899781254421852,-1.042679975129365,0.916931456045332,26.55063903419385,1
2020-04-24,USA,947.5340000553543,-0.10140317110080871,0.8309877124351351,1.5075209452571787,0.2961102127064783,0.028148210655563992,1.0074082434542013,1.7606568836286904,1.1906770743682729,35.23288511848304,1
2020-04-25,USA,949.0417367670225,0.159122175202163,0.5874611541207989,1.5182480501233113,0.29748526391059493,0.01813662208024013,0.9948678643352842,-1.2448160118204605,1.217021108356269,39.9054785284432,1
2020-04-26,USA,948.8681779184963,-0.018287799345629137,0.5879771057620887,1.6201707792619138,0.30194269131978513,0.01878650626087359,0.9977140008465998,0.2860818620588606,1.2103582543133913,22.910295210672174,0
2020-04-27,USA,943.0247877303985,-0.6158273956363659,0.71355750364272,1.4971190601483206,0.3075579150015837,0.010549949144085287,0.9900565062539148,-0.7675039727003186,1.2454164103306011,19.608962274902275,0
2020-04-28,USA,948.7389018029737,0.6059346633217854,0.44219978700684515,1.5100549523357483,0.28951292873583445,0.017726026413111537,0.9743766634120469,-1.5837321145634322,1.3554074832278717,37.19959890855996,1
2020-04-29,USA,952.4985669664076,0.39628027861923043,0.46730610306794523,1.5525327198003807,0.2834459288691171,0.014800967344865579,0.9980897223739983,2.433664500842379,1.6200169789157266,15.737263872283641,0
2020-04-30,USA,956.4537267016228,0.41524049194236223,0.4882297052696391,1.5552762966478992,0.30483561483846544,0.016961768273132637,1.024126154216129,2.6086263848306177,1.8797671777299716,28.462867450987797,0
2020-05-01,USA,951.9067894276491,-0.4753954265674815,0.5658131738963958,1.559351515278019,0.30612166917154826,0.019313445171055602,1.0078460428789802,-1.5896587808178553,2.1277526100925868,22.17143272542843,0
2020-05-02,USA,958.9207609823295,0.7368338615273154,0.4748177461175555,1.5319365111014593,0.2950879233458801,0.024788958072364527,0.999807396202656,-0.7976066119544618,2.131285960128612,11.23247094866666,0
2020-05-03,USA,951.9115056683681,-0.7309525040193116,0.6342880896767715,1.4428497543634757,0.30358029379746987,0.02103801675700313,0.9973710917079173,-0.24367738266310277,1.9227132255117971,20.418654229170933,0
2020-05-04,USA,954.8457911373695,0.30825191748691816,0.6240511648763527,1.5816715766150549,0.3013939720066323,0.021538383267005568,1.0002246589281205,0.286108876016924,1.588666313546089,17.956855675080238,0
2020-05-05,USA,965.7980692664194,1.1470206216235215,0.7936542246210189,1.4426827303490657,0.2926034684827534,0.014522403055772189,1.0054711911517522,0.5245353808067561,0.8539420836579131,30.582734618304606,1
2020-05-06,USA,960.8453876407659,-0.5128071574439256,0.8017153682689477,1.5151317732619516,0.3190935608750729,0.015596229551986349,0.9881918718469116,-1.71852952694223,0.9008388034718923,38.46371493075755,1
2020-05-07,USA,958.0138989927522,-0.29468722902090644,0.7571980030554302,1.4622862074990322,0.28681697675147344,0.028993625091756563,1.0111432169466887,2.32255959127467,1.4568591511774183,18.041415621359132,0
2020-05-08,USA,958.5121558181903,0.052009352469939193,0.6452231701161397,1.4967930826703504,0.29927319475670666,0.01632399482618377,1.0071538131544124,-0.3945438910546179,1.470727210237568,34.34397817455046,0
2020-05-09,USA,955.9947775476094,-0.2626339431691494,0.6583742256808424,1.516438120515174,0.30411493144562174,0.02828104126028648,1.0071818572570794,0.002784490541634008,1.4722313134820981,11.660794508152286,0
2020-05-10,USA,948.2414603922787,-0.811020869300155,0.3201943313748792,1.5160678607725138,0.30089234154221445,0.018784694005595667,1.0043847573880973,-0.2777154740058214,1.4645450407222513,26.143630301194396,0
2020-05-11,USA,948.5842752663089,0.036152698268262055,0.34993279000582056,1.5210960377117642,0.30037570644979494,0.02001143968071752,1.0001961665769399,-0.41703050353430715,1.1721166763758921,12.116501911296837,0
2020-05-12,USA,943.2727566976782,-0.5599416632896896,0.37636570737818564,1.5806855634529324,0.31731201303444934,0.025351825801149648,1.0067286123596682,0.6531164586527899,0.4460125777956902,38.02098973391918,1
2020-05-13,USA,945.6407188508542,0.25103684341165955,0.430705901035586,1.522676715075699,0.2850506177254677,0.026359462109693282,1.0059181413374139,-0.08050541251178192,0.41268674658517357,32.990538416721705,0
2020-05-14,USA,941.0435976796851,-0.4861382425193699,0.4413111616933381,1.4877921682354676,0.2995867436772939,0.019445937198604563,0.9964595928905897,-0.9402900751196887,0.5793268943050441,29.73849733613777,0
2020-05-15,USA,948.7932697047729,0.8235189149786463,0.5682296201537361,1.5482043584144178,0.29556997869552637,0.018058784732392304,0.994263982271031,-0.2203411593629796,0.5782791160233268,34.71689144873993,0
2020-05-16,USA,944.8770032430916,-0.4127628838366314,0.5983113426553227,1.559473524446232,0.2904845022942597,0.019720397757388933,1.0010185629526198,0.6793548596782608,0.6755724429725712,29.425593867104894,0
2020-05-17,USA,943.2666956620633,-0.17042510035711475,0.5424356492760387,1.4386196092431505,0.31021162457560303,0.021689787641160592,1.0154902015149518,1.4456913286049615,0.9130257390755062,39.06833191522874,1
